book_imbalance,mid_price,timestamp
15196627.50585254,37991000.0,2022-05-22 02:36:36.552240
15196416.811340054,37990900.0,2022-05-22 02:36:41.509984
15188900.681706518,37972300.0,2022-05-22 02:36:46.623614
15173566.895954082,37934100.0,2022-05-22 02:36:51.582344
15172436.579282153,37930800.0,2022-05-22 02:36:56.538393
15172958.59309107,37933000.0,2022-05-22 02:37:01.502448
15175174.124123275,37938900.0,2022-05-22 02:37:06.466600
15174075.248029256,37935300.0,2022-05-22 02:37:11.433800
15174282.828097433,37935800.0,2022-05-22 02:37:16.401891
15174529.838777173,37936300.0,2022-05-22 02:37:21.361563
15175242.18426745,37938100.0,2022-05-22 02:37:26.316994
15162484.304513898,37906800.0,2022-05-22 02:37:31.277412
15163356.35263246,37908000.0,2022-05-22 02:37:36.229578
15169292.22728481,37923200.0,2022-05-22 02:37:41.205611
15169285.243987452,37923000.0,2022-05-22 02:37:46.166544
15168236.957251891,37920600.0,2022-05-22 02:37:51.119453
15209752.73652181,38025500.0,2022-05-22 02:37:56.075377
15164912.87934469,37911900.0,2022-05-22 02:38:01.042132
15166564.088944543,37916500.0,2022-05-22 02:38:05.999761
15209752.73652181,38025500.0,2022-05-22 02:38:10.959909
15169968.119143268,37924100.0,2022-05-22 02:38:15.921693
15169862.919657225,37924900.0,2022-05-22 02:38:20.880938
15169580.680956464,37924100.0,2022-05-22 02:38:25.841724
15169580.680956464,37924100.0,2022-05-22 02:38:30.805091
15170788.57902795,37926500.0,2022-05-22 02:38:35.766041
15167752.515805334,37919200.0,2022-05-22 02:38:40.726457
15167784.567414146,37919300.0,2022-05-22 02:38:45.685721
15166004.985681945,37916000.0,2022-05-22 02:38:50.642325
15167197.63619619,37918100.0,2022-05-22 02:38:55.598093
15167339.819802126,37918900.0,2022-05-22 02:39:00.556963
15209752.73652181,38025500.0,2022-05-22 02:39:05.517584
15167314.652683085,37918400.0,2022-05-22 02:39:10.478455
15167314.652683085,37918400.0,2022-05-22 02:39:15.622120
15170565.323170345,37926700.0,2022-05-22 02:39:20.579026
15170110.835147107,37926200.0,2022-05-22 02:39:25.533922
15170158.23559165,37926300.0,2022-05-22 02:39:30.491163
15169772.496371746,37924600.0,2022-05-22 02:39:35.450614
15169341.376017291,37923800.0,2022-05-22 02:39:40.602281
15169387.692743963,37923800.0,2022-05-22 02:39:45.730971
15169511.031633293,37923800.0,2022-05-22 02:39:50.689732
15169520.06429376,37923800.0,2022-05-22 02:39:55.814027
15169500.939924752,37923900.0,2022-05-22 02:40:00.771441
15169492.987380039,37923800.0,2022-05-22 02:40:05.731923
15170261.201797526,37925200.0,2022-05-22 02:40:10.691619
15170261.201797526,37925200.0,2022-05-22 02:40:15.646685
15173428.13969661,37932800.0,2022-05-22 02:40:20.599467
15174167.860689545,37934800.0,2022-05-22 02:40:25.556049
15175220.847596833,37937600.0,2022-05-22 02:40:30.691187
15175220.847596833,37937600.0,2022-05-22 02:40:35.650659
15209752.73652181,38025500.0,2022-05-22 02:40:40.609121
15176172.724563098,37940000.0,2022-05-22 02:40:45.568375
15172206.903765667,37930800.0,2022-05-22 02:40:50.525140
15171254.560141886,37928400.0,2022-05-22 02:40:55.486618
15171743.053676099,37929200.0,2022-05-22 02:41:00.448580
